0.9869	0.1669	-1.1425	-0.5022	-0.5144	0.4204	-0.2131	-0.4013
-0.0439	-0.7517	-0.4826	-1.9318	0.5273	-1.2655	0.4604	1.0680
1.5322	-0.8385	-1.6271	0.4891	0.5016	-0.4979	-0.0999	-1.9010
0.1685	-0.5402	-0.0622	-1.4455	-0.0415	0.0327	-0.3507	1.2615
-0.3236	-0.2064	-0.5152	-1.4894	-1.2260	1.4004	0.0941	1.2789
-0.0710	-0.4037	-0.0828	-1.9349	0.1292	-0.2757	-0.0468	1.5590
-0.4580	0.1988	-1.1741	-0.6403	-1.2970	0.7773	0.6952	0.2349
-0.7273	-0.6788	0.0705	-2.5577	0.1145	-0.0003	0.5510	1.2834
1.0504	-0.2016	-0.8030	-0.5298	-0.8921	0.5961	0.2123	-0.2493
-1.5555	-0.2532	0.4616	-2.3077	0.6740	0.1888	0.1945	1.3286
0.4544	-0.8631	0.4422	-1.5339	-0.6497	0.9367	-0.5543	0.6560
-0.4852	-0.0563	-0.4543	-1.3125	-0.6306	-0.0886	0.5601	0.8090
0.6170	-0.4754	-0.6317	-1.1884	-0.1885	-0.3283	-0.0393	0.9048
-0.2102	-0.1985	0.0105	-0.5895	-0.9732	0.3587	0.2644	0.2848
0.7740	-0.0162	-2.0795	0.0464	-0.2937	-0.3764	0.4800	-0.7308
-0.4437	-1.1583	0.3998	-2.2846	1.6750	-0.3570	-0.2602	0.5230
0.5029	-0.1017	0.0187	-1.0076	-0.3934	0.3464	-0.2440	0.4336
-0.5701	-1.0259	0.3269	-2.1106	0.0438	0.1239	0.0357	1.1674
0.2925	-0.5350	-0.5204	-1.5599	-0.0852	-0.1916	0.0922	0.8078
0.1100	-0.7855	0.7509	-2.0832	-0.5550	0.8563	-0.8270	1.7803
-0.8582	-0.4626	-0.4668	-2.1716	1.5325	-0.4244	0.4848	-0.1733
0.0440	-0.2810	-0.4558	-1.4184	-0.8278	0.6400	0.3190	0.7928
0.5773	-0.9022	0.1543	-1.8822	0.1997	-0.1153	-0.3828	0.7781
2.0419	-0.7572	-1.3234	-0.8889	1.2184	-0.2008	-0.5386	-1.8381
1.3213	-0.0663	-1.3047	-0.5379	-0.2252	-0.4395	-0.0152	-0.1284
-1.0059	0.3203	-0.7799	-1.6854	0.0502	0.4640	0.6707	0.1005
-0.2674	0.4863	-1.3341	-0.3672	-1.3460	1.3198	0.4925	-0.5180
-0.0413	-0.4074	-0.5082	-1.5090	-0.7368	-0.0570	0.3603	1.3487
0.7062	-1.1497	-0.1804	-1.9045	0.1926	-0.4127	-0.2889	1.4688
0.1340	-1.0219	0.4940	-2.2769	-0.0952	-0.0362	-0.4501	1.8951
1.3294	-0.0111	-1.7219	0.7307	-0.4097	-0.3035	-0.0672	-0.9163
2.8536	-0.7493	-2.4253	0.7087	1.2815	-0.9028	-0.5002	-2.8481
0.3741	-0.1811	-1.8733	-0.7914	-0.7113	0.0885	0.8351	-0.0639
-0.4867	-0.5070	-0.6589	-2.1605	0.9982	0.3005	0.3330	0.2355
0.1600	-1.2403	0.4910	-1.4321	1.3440	-0.6249	-1.0233	0.5578
-0.2672	0.1870	-1.0320	-1.3267	-1.2253	0.6588	0.4754	0.9270
0.9536	0.0621	-1.1174	-0.5945	-0.1338	-0.5305	0.1141	0.1159
-0.6113	-0.9671	-0.2732	-2.5741	1.9652	-0.8979	0.1419	0.4564
-0.5293	0.1191	-1.5210	-1.4837	-0.1503	0.7723	0.6172	-0.1146
0.4530	-0.1182	0.0131	-1.0193	-0.5547	0.5484	-0.0100	0.3934
1.2605	-0.1694	-1.4693	0.9468	-0.0878	-0.3503	0.5561	-1.4453
1.9302	-0.5004	-2.0451	0.1022	-0.6779	0.0787	0.4195	-1.4187
-0.2871	-1.0405	-0.6069	-2.0955	2.6375	-1.1419	-0.0364	-0.3531
-0.3699	-0.4479	-0.2146	-2.0369	-0.3197	-0.0655	0.2685	1.6062
1.5951	0.0544	-2.2995	1.0690	-0.8509	-0.5091	0.4913	-1.3525
0.4969	-1.0437	0.6100	-2.3297	0.5809	0.0477	-0.4355	1.1310
1.0934	-0.2918	-0.8278	-0.2593	-0.1610	-1.2632	0.2025	-0.1902
-0.6644	-0.9499	0.3247	-2.3226	0.4348	-0.2477	0.3532	1.1887
-1.2524	-0.3856	-0.5587	-2.3260	1.1372	-0.4542	0.9041	0.2732
-1.3746	-0.5327	0.0848	-2.9026	1.3386	-0.1906	0.1968	0.9858
2.5387	-1.1522	-1.7145	0.0659	1.8964	-1.3082	-0.7398	-2.4042
0.3265	0.2413	-1.7110	-0.5795	-1.2781	1.3508	0.3341	-0.4694
-0.2114	-0.3687	-0.8685	-1.6636	0.2292	0.5359	0.5796	-0.3377
0.5195	-0.0272	-1.1319	-0.8796	-0.4343	0.6187	0.0338	0.1210
1.4735	-0.2441	-1.2644	0.1709	0.0578	-0.1829	0.3917	-1.3895
-0.0679	-0.9814	0.0431	-2.4519	1.8396	-0.8410	-0.1098	0.7501
2.1579	-0.5324	-2.2207	1.2148	0.1725	-1.0555	0.0536	-2.2241
0.9168	0.1093	-1.7045	0.1018	-0.8460	0.2317	0.6475	-0.7428
-0.7773	-0.0700	-0.9563	-1.8895	0.3766	-0.3355	0.8218	0.0376
-0.1745	-0.5543	0.0995	-1.9571	-0.4565	-0.1899	0.1541	2.0225
-0.6694	0.3720	-0.4890	-1.1779	-0.8382	0.1978	0.6373	0.7147
-0.2109	0.0720	-1.3756	-1.3600	0.2488	0.0910	0.6543	-0.2177
0.1769	-0.4621	0.1982	-1.4428	-0.6561	-0.3099	0.0454	1.4951
-0.2145	-0.7927	-0.0558	-2.2880	0.8808	-0.1984	-0.2352	0.7788
-0.6608	-1.0775	-0.3673	-2.5986	3.0423	-0.8454	-0.2743	0.1088
0.1819	-0.8402	0.0397	-2.0986	0.1367	-0.7325	0.2257	1.2597
-0.9407	0.1818	-0.9006	-1.8012	-0.4342	1.5271	0.4744	-0.0068
0.9325	-0.2657	-1.3199	-1.1319	-0.1162	0.2977	-0.0693	-0.0808
2.0098	0.1895	-1.2361	0.3154	0.0907	-0.3721	0.3287	-1.5760
-0.0556	-0.0345	-1.2901	-1.6013	-0.0229	0.0929	0.3992	0.3446
-0.1214	-0.4360	0.0456	-1.4926	-0.4940	0.8183	-0.1642	0.4715
-0.8807	0.1474	-0.1286	-1.6111	-0.8150	1.1299	-0.0283	1.2245
1.5187	0.0761	-1.4921	0.3064	-0.4057	-0.2755	0.4583	-1.3946
0.0459	0.6168	-1.2655	-0.3514	-1.2357	0.7253	0.6986	-0.1592
1.7559	-0.5467	-1.8017	-0.2616	0.8542	-1.2048	0.0587	-1.7165
0.2280	-0.5827	-0.6639	-1.5335	-0.3862	-0.3824	0.6748	0.5875
2.6483	-1.0087	-0.8671	-0.5050	2.2795	-1.3982	-0.9583	-1.7710
-1.1264	-0.4809	0.4785	-2.7832	0.1120	0.9979	-0.1574	1.6607
1.3659	-0.5046	-1.4009	-1.0584	-0.1458	0.3109	-0.1532	-0.2834
0.1443	-0.5000	-0.0929	-1.3994	-0.3027	-0.0803	-0.1481	1.5389
0.2696	-1.0999	0.5290	-1.0091	0.2866	-0.5348	-0.2898	0.1033
-0.2689	-0.9112	1.0062	-1.9670	-0.8627	0.8403	-0.3508	2.4146
2.0769	-0.1505	-1.4937	0.2870	-0.0651	-0.5193	0.3367	-1.3481
1.0931	0.5080	-1.9690	0.7449	-0.9499	-0.2142	1.0178	-1.1585
0.5811	-0.2867	-0.6348	-1.4715	0.7508	0.2991	-0.4744	-0.3182
0.0073	-0.0744	-0.0885	-1.3977	-0.4369	0.0817	-0.1103	1.1631
0.2249	0.5277	-2.4442	-0.3916	-0.9825	0.6489	0.9992	-1.2020
0.3997	0.2322	-1.9430	-0.5784	-0.5911	0.8387	0.5046	-0.6282
0.2002	-0.9072	0.3047	-2.1188	0.0842	-0.2292	-0.6622	2.0041
-0.5159	-0.3681	-0.8715	-1.6227	1.1064	-0.9553	0.6910	-0.1006
-0.8084	-0.2692	0.2593	-1.9668	0.5955	0.3765	0.2507	0.7575
0.6292	0.1952	-1.0347	-0.2167	-0.4671	-0.5060	0.0834	0.1810
-0.5044	-0.6358	-0.1525	-2.5514	1.4560	-0.7121	-0.0373	0.9088
0.0726	-0.5135	-0.0383	-1.7006	-0.2545	-0.5230	0.0123	1.6708
1.7191	0.0144	-2.5968	0.5871	-0.8196	0.3718	0.6894	-1.7976
0.4888	-0.9803	-0.0365	-1.2514	-0.3105	0.2398	-0.1854	0.1341
0.1280	0.2262	-0.5831	-0.3385	-0.4487	-0.0564	0.0096	0.5658
2.2771	0.7633	-3.1600	1.9966	-0.3770	-0.9506	0.8754	-3.3214
-0.6024	-0.5540	-0.3995	-2.4628	0.9393	0.6047	-0.0758	0.5235
-0.9267	-0.2217	-0.2980	-2.2775	-0.3700	0.9439	0.3370	1.1393
0.1855	-0.7817	0.8483	-1.7824	0.0674	-0.3523	-0.3448	1.5737
-0.4569	-0.1001	0.1451	-1.7114	0.1462	-0.0963	0.3360	1.0064
0.2700	-0.7988	-0.4875	-1.4601	0.0645	0.4462	0.2380	-0.0714
0.9114	-0.7311	0.3771	-1.7842	0.5384	-0.8227	-0.4986	1.1687
0.2845	-0.7019	0.2594	-2.0950	1.1439	-0.5823	-0.5665	1.4320
1.2089	-1.0527	-0.6713	-1.6718	0.5697	0.5404	-0.4297	-0.3877
0.4225	-0.6575	0.0363	-1.3876	-1.0216	0.1716	-0.3488	1.4550
1.2708	0.2193	-2.0805	1.1040	-0.6600	-0.4090	0.5551	-1.5288
0.9844	-1.2598	-0.6125	-2.0687	2.2565	-1.0111	-0.3948	-0.1554
-0.9989	-0.1125	-0.6529	-1.9591	1.0679	0.2603	0.4496	-0.0561
0.1089	-0.4923	0.1695	-1.5505	-0.4113	0.7670	-0.1786	0.5679
2.5821	0.1552	-1.9288	0.7542	-0.3666	-0.0200	-0.5024	-1.4408
-0.0860	-0.5966	0.0604	-2.2273	-0.0294	0.6255	-0.1387	0.9656
0.3881	0.3813	-1.5749	0.3564	-0.4883	-0.9949	0.7032	-0.5828
-0.0748	-0.2046	-0.6832	-1.7037	0.0246	-0.1292	0.2632	0.5768
0.7613	-0.6334	-0.3216	-1.1290	-0.6247	-0.4011	-0.0823	1.2152
-0.3975	-0.4203	-0.0323	-1.7449	0.0269	-0.6412	0.3123	1.1566
3.0694	0.6124	-2.5276	1.4506	0.2262	-0.6901	0.5490	-3.1314
-0.4312	0.1274	-0.8970	-0.6750	-0.9792	0.8424	0.5896	-0.2148
2.7622	0.5406	-3.6881	1.0940	0.6948	-0.5901	0.2630	-3.3567
0.7672	0.0818	-0.8538	-0.3807	-0.1218	-0.8991	-0.0051	0.3547
0.1445	-0.5226	-0.6714	-1.8971	0.9123	-0.8777	0.1642	0.7715
0.6172	-0.8592	-1.0296	-1.5931	1.4158	-0.7661	0.0020	-0.8092
-0.2089	-1.5308	-0.1038	-2.6206	3.3644	-1.0117	-0.6887	0.2594
2.4810	-1.0062	-0.8448	-0.5210	2.1940	-1.3672	-0.8448	-1.7048
-0.4066	-0.0109	-0.3168	-1.4214	-0.9975	0.1544	0.1774	1.8072
0.4892	-1.4780	0.9100	-2.2127	0.5385	0.2582	-1.0284	1.2694
1.7182	-0.4615	-2.3179	0.1593	0.8858	-0.6275	-0.1805	-1.6617
0.4709	-0.8463	-0.5146	-1.4090	-0.2684	-0.1571	-0.1162	1.0948
2.8731	0.8196	-3.9713	1.3692	0.5690	-0.3483	0.4502	-3.6681
-0.3929	-0.9714	-0.0357	-2.4242	1.7546	-0.1639	-0.3059	0.3966
-0.1668	-0.1582	0.1068	-1.5282	0.2884	0.5375	0.0510	0.1563
-0.2671	-0.1134	0.2537	-1.5458	0.0879	0.7583	-0.0999	0.3982
0.2761	-0.8369	0.8845	-1.9125	-0.1966	-0.4629	-0.3347	2.1970
0.6548	-0.8633	-0.5151	-1.4687	0.1064	0.0063	-0.1203	0.5767
-0.8542	-0.7598	0.1356	-2.5428	1.3411	-0.3858	0.2495	0.7849
2.2015	-0.1128	-1.9445	0.1961	-0.4231	0.0745	-0.2461	-1.4327
-0.2603	-0.3419	-0.1918	-1.9284	1.6661	-0.8041	0.1785	-0.0436
0.5394	-0.5019	-1.4514	-1.4588	0.6604	0.2350	0.2411	-0.4003
-0.0167	0.3956	-1.4280	-1.0699	-0.4075	0.8553	0.3080	-0.3375
0.7353	-0.0434	-1.8580	-0.6968	0.1163	-0.0421	0.2512	-0.5607
-0.5675	-0.0735	-0.2963	-1.5238	-0.8518	0.2459	0.0886	1.7443
-0.5078	-0.4867	0.9829	-1.6719	0.5130	0.0645	-0.1622	1.1272
0.5899	-0.9971	-0.2306	-2.2261	0.6651	-0.4189	-0.4125	1.0633
-0.2343	-0.7010	0.6725	-2.0626	1.0232	0.2185	-0.3515	0.6690
0.0778	-0.5232	-0.2931	-1.4960	-1.0622	0.1017	0.3991	1.2790
0.1123	-0.8721	-0.6567	-2.2873	1.0418	0.1416	-0.3672	0.5570
-0.5036	-0.7328	0.6363	-1.8776	-0.9238	0.8951	-0.4386	2.0174
1.7285	-0.4319	-0.6828	0.0925	-0.0811	-0.8128	0.1689	-0.6572
0.3251	0.3475	-0.2503	-0.7412	-0.6365	0.7742	0.2423	-0.3662
0.5290	-0.6409	0.4130	-0.9545	0.3894	-0.2206	-0.7310	0.6243
0.2288	-0.3048	-0.8095	-1.3794	-0.4054	0.5882	0.5665	-0.1007
-1.0291	-0.6497	0.4118	-2.5365	0.8537	0.5760	-0.0555	0.7664
-0.0032	-0.4663	-0.0234	-1.1217	0.1729	-1.3538	0.1196	1.0839
-0.7672	-0.9276	-0.3706	-2.6428	1.8724	-0.7482	0.2084	0.7164
0.6862	0.3485	-0.5629	-0.5130	-1.2409	1.0165	0.1774	-0.2127
-0.9377	-1.1534	0.1889	-2.7683	2.3792	-0.7880	-0.0420	0.7736
0.7716	-0.2950	-0.2980	-1.0552	-0.5806	-0.0576	0.0334	1.2400
-0.5869	-1.0190	0.2620	-2.4737	1.0206	-0.3812	-0.0896	1.3493
-0.5052	0.2371	-0.2728	-1.1670	-0.8145	1.0360	0.5352	0.3509
0.2490	-1.1311	0.0245	-2.3570	0.9478	-0.3840	-0.3970	1.0033
0.8252	-0.0293	-2.6088	0.2096	-0.3055	0.0786	0.6567	-1.1961
1.9367	-0.4944	-2.5421	0.9032	0.7023	-0.8229	-0.0813	-1.8850
-0.8783	-0.0928	-0.4434	-1.6167	-1.2889	1.4144	0.2991	1.3811
0.4282	-0.6098	-0.2703	-1.6101	-0.3746	0.7853	-0.2511	0.2369
0.3098	-0.8719	0.5008	-2.0115	-0.8550	0.9827	-0.4376	1.4655
-0.1741	-0.7241	-0.5454	-2.4406	0.9535	-0.2773	-0.1763	1.5279
0.0345	-1.2070	-0.6104	-2.2420	2.6358	-0.4257	-0.4825	-0.3693
-0.1724	0.1563	-0.4422	-1.1569	-0.1863	0.1259	0.6276	0.1065
-0.2993	-0.1853	-1.0427	-1.7738	-0.1544	0.6345	0.3500	0.7823
0.9128	-0.8355	0.1889	-1.1808	-0.4710	0.4397	-0.5624	0.6637
-0.4159	-0.2760	-0.0816	-1.8645	-0.9192	1.1084	-0.0645	1.3953
-0.4658	-0.6037	-0.3411	-2.1800	0.9554	-0.6068	0.6143	0.2854
3.0422	-0.9609	-2.3177	-0.4757	1.9456	-1.2657	0.0030	-3.1929
3.0855	-1.0453	-1.6465	-0.0540	2.0841	-1.8658	-1.1366	-1.8831
0.1867	-0.3836	-0.2598	-1.2412	-0.5367	-0.5198	0.0845	1.4116
-0.3008	-0.1777	-0.4412	-1.2241	-0.8341	0.4281	0.2662	1.0599
0.8609	0.1560	-1.1442	-0.6012	-1.0360	0.9778	0.0512	-0.3718
0.1151	0.3033	-1.1499	-0.8403	-1.6554	0.7450	0.7134	0.3967
1.3188	-0.3742	-2.2776	0.2016	0.4035	-0.3558	0.1953	-1.5415
