	turn	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
0	11	0.04943748190999031	0.027636541053652763	0.02406490594148636	0.025215480476617813	0.06583335250616074	0.06519220769405365	0.0324358306825161	0.08065365254878998	0.025152945891022682	0.028463654220104218	0.02478574402630329	0.02215695194900036	0.022695712745189667	0.02343991957604885	0.02566644735634327	0.039039496332407	0.022992104291915894	0.034526512026786804	0.02546749822795391	0.023127730935811996	0.04280175268650055	0.024704741314053535	0.027393074706196785	0.023610202595591545	0.03601783886551857	0.047312572598457336	0.024467963725328445	0.0857076346874237
1	26	0.05121844261884689	0.027529573068022728	0.024147357791662216	0.025287462398409843	0.06639008969068527	0.06595133244991302	0.03193553537130356	0.07925508171319962	0.02528894506394863	0.028127064928412437	0.024897808209061623	0.02220681495964527	0.02271614596247673	0.023692993447184563	0.02562076412141323	0.04103165864944458	0.023175863549113274	0.03561355546116829	0.02533956617116928	0.02351769618690014	0.0447460375726223	0.024770868942141533	0.027263332158327103	0.023694710806012154	0.03433414548635483	0.042353931814432144	0.024488752707839012	0.08540448546409607
2	22	0.05109856650233269	0.027494775131344795	0.0246462170034647	0.025933178141713142	0.06551280617713928	0.0651615783572197	0.032140426337718964	0.07850141823291779	0.025450877845287323	0.028497815132141113	0.025479141622781754	0.022695107385516167	0.02296306937932968	0.023954380303621292	0.02597835659980774	0.04081308841705322	0.023349588736891747	0.03517057001590729	0.025244565680623055	0.023658476769924164	0.04476964473724365	0.024944057688117027	0.02758275531232357	0.02396286465227604	0.03450643643736839	0.040762171149253845	0.024783682078123093	0.08494432270526886
3	15	0.05454861372709274	0.027343522757291794	0.023828813806176186	0.02529521845281124	0.06893470138311386	0.06731358915567398	0.03155128285288811	0.07818848639726639	0.025294015184044838	0.027823472395539284	0.024790601804852486	0.02193235233426094	0.022288203239440918	0.023447036743164062	0.025511017069220543	0.04199263080954552	0.023075956851243973	0.03656396642327309	0.024735471233725548	0.023549262434244156	0.047629501670598984	0.024546371772885323	0.02734300307929516	0.023435723036527634	0.03226148709654808	0.036975037306547165	0.024322425946593285	0.08547811955213547
4	31	0.050325650721788406	0.027315504848957062	0.024625012651085854	0.026067223399877548	0.06471853703260422	0.06552035361528397	0.03208087757229805	0.07831047475337982	0.025295084342360497	0.0284022968262434	0.025563769042491913	0.022556809708476067	0.02295689471065998	0.023882828652858734	0.02592623606324196	0.04176731035113335	0.023166606202721596	0.03540731593966484	0.025172773748636246	0.02316237986087799	0.04465176537632942	0.02479475922882557	0.027290236204862595	0.023782653734087944	0.03473328426480293	0.04172902926802635	0.024689968675374985	0.08610446751117706
5	8	0.049131128937006	0.027225429192185402	0.02479911409318447	0.026075633242726326	0.06397982686758041	0.06358914822340012	0.03282883018255234	0.08168497681617737	0.02553633041679859	0.028842752799391747	0.025369590148329735	0.022927777841687202	0.023108290508389473	0.02389480732381344	0.02614065632224083	0.038255807012319565	0.023485835641622543	0.03374204412102699	0.02530568279325962	0.023908015340566635	0.04227229580283165	0.025214046239852905	0.02764541283249855	0.02420634776353836	0.036694709211587906	0.04373512044548988	0.02483295276761055	0.0855674147605896
6	13	0.04981529340147972	0.027641912922263145	0.02406100369989872	0.02509152889251709	0.06657426804304123	0.0655551627278328	0.03231729567050934	0.0805690661072731	0.02521670237183571	0.028386680409312248	0.02475481666624546	0.022139500826597214	0.022644005715847015	0.023404855281114578	0.02558382786810398	0.039040956646203995	0.023030150681734085	0.034546587616205215	0.025511307641863823	0.02320191077888012	0.043273117393255234	0.02473399043083191	0.027341660112142563	0.023583941161632538	0.03543954715132713	0.04650094732642174	0.024382581934332848	0.08565734326839447
7	2	0.04690362885594368	0.025859907269477844	0.02451731450855732	0.025121740996837616	0.05797119438648224	0.06203725188970566	0.03343525901436806	0.08809647709131241	0.02494707889854908	0.027927463874220848	0.024581018835306168	0.022643590345978737	0.02287590689957142	0.023677736520767212	0.02551575005054474	0.04184805974364281	0.023241175338625908	0.034048084169626236	0.024864481762051582	0.023607967421412468	0.03928906470537186	0.024815723299980164	0.026744917035102844	0.024139367043972015	0.04120412841439247	0.04613835737109184	0.024215612560510635	0.0897318571805954
8	13	0.050119709223508835	0.027652552351355553	0.02422403171658516	0.025269608944654465	0.066177599132061	0.06544631719589233	0.03221583366394043	0.0796612799167633	0.025305071845650673	0.02833891659975052	0.024956192821264267	0.022261308506131172	0.022764652967453003	0.02364962175488472	0.025666819885373116	0.03996283933520317	0.0231479499489069	0.03497019782662392	0.02554023452103138	0.023385660722851753	0.04373542219400406	0.024829240515828133	0.027352992445230484	0.023698942735791206	0.035087283700704575	0.04479275643825531	0.024493487551808357	0.08529341220855713
9	9	0.050074800848960876	0.027607545256614685	0.0245358869433403	0.025786176323890686	0.06520787626504898	0.06492002308368683	0.03235010430216789	0.07923601567745209	0.025337986648082733	0.02864004299044609	0.025339001789689064	0.022527167573571205	0.02295401506125927	0.023793701082468033	0.02601788379251957	0.03959023207426071	0.023203205317258835	0.03470101207494736	0.025422777980566025	0.02334888093173504	0.04364064335823059	0.024920085445046425	0.02754242531955242	0.023883143439888954	0.0352637879550457	0.04418490082025528	0.024796703830361366	0.08517397195100784
10	34	0.0547700859606266	0.02778705209493637	0.023424997925758362	0.024119868874549866	0.06507430970668793	0.06978584825992584	0.029493186622858047	0.07155734300613403	0.024736342951655388	0.026473619043827057	0.024351827800273895	0.021505363285541534	0.02189517207443714	0.024133721366524696	0.02440395951271057	0.05529140681028366	0.02222035638988018	0.042077988386154175	0.025017637759447098	0.02221502736210823	0.05095086991786957	0.02367306314408779	0.02643084153532982	0.02294844575226307	0.030674085021018982	0.03494392707943916	0.023522261530160904	0.08652140945196152
11	46	0.05158383771777153	0.027363760396838188	0.02434447780251503	0.025549978017807007	0.06578384339809418	0.06611080467700958	0.03187418356537819	0.07874300330877304	0.025301393121480942	0.027969850227236748	0.025093771517276764	0.022357795387506485	0.02274506725370884	0.02388416789472103	0.02566254325211048	0.04213980212807655	0.023196108639240265	0.035840604454278946	0.025378640741109848	0.023488445207476616	0.04526375234127045	0.024729503318667412	0.02713708207011223	0.02376003935933113	0.0339176245033741	0.04025116190314293	0.024572212249040604	0.08595652133226395
12	31	0.05014136806130409	0.02787093073129654	0.023919682949781418	0.024989891797304153	0.06655065715312958	0.0659831166267395	0.03209025785326958	0.07928849756717682	0.025139329954981804	0.028204090893268585	0.02477082796394825	0.021999821066856384	0.02258394844830036	0.023455141112208366	0.025482043623924255	0.04053344950079918	0.022954333573579788	0.03535370156168938	0.025567369535565376	0.023047998547554016	0.04392875358462334	0.024619536474347115	0.027306629344820976	0.02345430478453636	0.03499671816825867	0.04584357142448425	0.024304451420903206	0.08561958372592926
13	6	0.04755441099405289	0.027079986408352852	0.024765407666563988	0.026238469406962395	0.062031909823417664	0.06247062236070633	0.0333474725484848	0.08347158879041672	0.025265561416745186	0.02935846336185932	0.025249935686588287	0.022910842671990395	0.02317126654088497	0.023798897862434387	0.026299018412828445	0.03689660131931305	0.023224616423249245	0.033013101667165756	0.025087904185056686	0.023371387273073196	0.04024764895439148	0.025117648765444756	0.027734842151403427	0.02417587675154209	0.03889637812972069	0.04825703054666519	0.024837909266352654	0.08612522482872009
14	16	0.0507967583835125	0.02731327712535858	0.02468167431652546	0.02562936581671238	0.06455415487289429	0.06498716026544571	0.031975410878658295	0.07920286804437637	0.02550099417567253	0.028278641402721405	0.02505641244351864	0.022676685824990273	0.023013992235064507	0.02414444461464882	0.025897396728396416	0.04193168133497238	0.023455601185560226	0.03566881641745567	0.025369316339492798	0.02400790899991989	0.044504936784505844	0.025073189288377762	0.027360668405890465	0.024067534133791924	0.03475488722324371	0.04025459662079811	0.02475511096417904	0.08508653193712234
15	55	0.050605498254299164	0.027507193386554718	0.024446401745080948	0.025710122659802437	0.0656367689371109	0.0656856894493103	0.0320664718747139	0.07851812988519669	0.025326373055577278	0.028263425454497337	0.025346336886286736	0.02241005375981331	0.022900259122252464	0.023844050243496895	0.025784891098737717	0.04123644903302193	0.02320188097655773	0.0353916697204113	0.025411074981093407	0.02333698235452175	0.04454946145415306	0.024806400761008263	0.027264554053544998	0.02375638671219349	0.03445650637149811	0.042247481644153595	0.02464429661631584	0.0856451690196991
16	11	0.048840735107660294	0.027422990649938583	0.02472675032913685	0.0260222889482975	0.06433216482400894	0.06384590268135071	0.03282226622104645	0.08099667727947235	0.025442201644182205	0.028941623866558075	0.02536141872406006	0.02277960628271103	0.023078598082065582	0.02383367158472538	0.026178918778896332	0.03798661381006241	0.023300927132368088	0.03372000902891159	0.025452474132180214	0.023532290011644363	0.042179808020591736	0.025117237120866776	0.027651740238070488	0.024058561772108078	0.036553673446178436	0.04561767354607582	0.024836048483848572	0.0853671059012413
17	40	0.052326515316963196	0.027573978528380394	0.02413542941212654	0.025432700291275978	0.06573792546987534	0.06606097519397736	0.03170591592788696	0.07803203910589218	0.025292279198765755	0.027986085042357445	0.02488025464117527	0.022354112938046455	0.02257082425057888	0.023852219805121422	0.025509506464004517	0.04374969005584717	0.023087380453944206	0.03666532784700394	0.025038570165634155	0.02353077009320259	0.04612519219517708	0.024668201804161072	0.027287736535072327	0.02371075563132763	0.03387080132961273	0.0391387864947319	0.024284616112709045	0.0853913277387619
18	15	0.04952044412493706	0.027586083859205246	0.023894237354397774	0.02479645609855652	0.06687531620264053	0.06576018035411835	0.03234264627099037	0.08140403777360916	0.025118408724665642	0.02834201231598854	0.024523857980966568	0.021980201825499535	0.022515829652547836	0.02319473586976528	0.025408973917365074	0.03853635862469673	0.022894419729709625	0.034225691109895706	0.02552943490445614	0.02296973206102848	0.04276851937174797	0.024594303220510483	0.027245527133345604	0.02344769984483719	0.03584281727671623	0.04843946918845177	0.024249879643321037	0.08599276095628738
19	8	0.04733263701200485	0.026569517329335213	0.024903679266572	0.025882422924041748	0.06135008484125137	0.06235501542687416	0.033422380685806274	0.08560120314359665	0.025477269664406776	0.028650322929024696	0.025045765563845634	0.023002352565526962	0.02320193685591221	0.023916613310575485	0.026119360700249672	0.038016270846128464	0.023592675104737282	0.03295417129993439	0.025390097871422768	0.024239538237452507	0.040025029331445694	0.025364190340042114	0.02729199267923832	0.02439337968826294	0.03887401893734932	0.045086655765771866	0.024718308821320534	0.08722317218780518
20	24	0.05511459708213806	0.027882806956768036	0.023371387273073196	0.024005355313420296	0.06488323211669922	0.06990685313940048	0.029324283823370934	0.07096490263938904	0.024701807647943497	0.026384977623820305	0.02428141050040722	0.021463923156261444	0.021839626133441925	0.024189777672290802	0.024342099204659462	0.05610097572207451	0.022225121036171913	0.04256068542599678	0.025029735639691353	0.02221051976084709	0.05139526352286339	0.023639481514692307	0.02643672190606594	0.02294851467013359	0.0304743479937315	0.03458009660243988	0.023517796769738197	0.08622384816408157
21	26	0.05016838014125824	0.027421701699495316	0.024710677564144135	0.02588346041738987	0.06541351228952408	0.06482626497745514	0.032382361590862274	0.0796775221824646	0.025563707575201988	0.02849660813808441	0.02531086467206478	0.02274474874138832	0.023002538830041885	0.023988941684365273	0.026019176468253136	0.03978240117430687	0.02338259480893612	0.03460196778178215	0.02567683905363083	0.02381671592593193	0.04386631399393082	0.02514948695898056	0.027501311153173447	0.024050071835517883	0.03477286547422409	0.04180748015642166	0.024790430441498756	0.08519115298986435
22	29	0.052488911896944046	0.027460245415568352	0.024193504825234413	0.025260893628001213	0.06551095098257065	0.0672324150800705	0.031106801703572273	0.07624445855617523	0.025169717147946358	0.027516724541783333	0.024977819994091988	0.02215914987027645	0.02256733737885952	0.024074522778391838	0.02530944161117077	0.046418447047472	0.022975709289312363	0.03771323710680008	0.025313755497336388	0.02313806116580963	0.04710718244314194	0.024424996227025986	0.02685711160302162	0.023516641929745674	0.03280343487858772	0.038031455129384995	0.02429291047155857	0.08613409101963043
23	15	0.050867319107055664	0.02735987864434719	0.024633245542645454	0.026043180376291275	0.06578221172094345	0.06471767276525497	0.03248709812760353	0.0799325630068779	0.02556644380092621	0.028619034215807915	0.025357840582728386	0.022757111117243767	0.022964464500546455	0.02388821728527546	0.02606513351202011	0.039276983588933945	0.02345646731555462	0.03455800563097	0.025251934304833412	0.023933161050081253	0.04418091103434563	0.025152388960123062	0.02759585902094841	0.024065742269158363	0.03479962795972824	0.04083540290594101	0.024779541417956352	0.0850725769996643
24	4	0.04618547484278679	0.02693198435008526	0.025014834478497505	0.026330294087529182	0.061155255883932114	0.06176561117172241	0.033684901893138885	0.08503570407629013	0.02539937198162079	0.02915083058178425	0.02525465562939644	0.023169266059994698	0.023274682462215424	0.023949692025780678	0.026310045272111893	0.036649126559495926	0.023650621995329857	0.032346244901418686	0.025187566876411438	0.024228768423199654	0.03932862728834152	0.02531854249536991	0.02749926596879959	0.024481769651174545	0.03994771093130112	0.04745379090309143	0.024855591356754303	0.08643978089094162
25	33	0.052289899438619614	0.027632325887680054	0.024043623358011246	0.025102274492383003	0.06563692539930344	0.0670526996254921	0.03118307515978813	0.07634777575731277	0.025099115446209908	0.027750292792916298	0.024941839277744293	0.02207903005182743	0.022483645007014275	0.023888632655143738	0.02537468448281288	0.045433174818754196	0.022890210151672363	0.037618715316057205	0.0252340417355299	0.023047717288136482	0.04678873345255852	0.02444315515458584	0.02712753415107727	0.023540960624814034	0.03318466991186142	0.039864376187324524	0.024347536265850067	0.08557332307100296
26	25	0.050329335033893585	0.027727078646421432	0.02400539442896843	0.025158116593956947	0.0668216198682785	0.06603476405143738	0.032062649726867676	0.07953570783138275	0.02524453029036522	0.028146909549832344	0.024882882833480835	0.022061843425035477	0.022701509296894073	0.02351669780910015	0.02555571123957634	0.03983694687485695	0.023057159036397934	0.03524191677570343	0.025545500218868256	0.023260077461600304	0.04399735480546951	0.02475253865122795	0.027280112728476524	0.023591438308358192	0.03460478410124779	0.044964417815208435	0.02444436028599739	0.08563867211341858
27	4	0.04596497118473053	0.026328284293413162	0.024873308837413788	0.025801409035921097	0.059595104306936264	0.06126804277300835	0.03387971222400665	0.08766815811395645	0.025182155892252922	0.028852194547653198	0.02487422153353691	0.022996138781309128	0.02313477359712124	0.02375718019902706	0.02601046860218048	0.037512775510549545	0.02345954440534115	0.03247411176562309	0.025047441944479942	0.02398611046373844	0.03831090033054352	0.0251479409635067	0.027263877913355827	0.024391483515501022	0.04134105518460274	0.04832388460636139	0.024643413722515106	0.08791141957044601
28	14	0.05021713301539421	0.02758699841797352	0.024213263764977455	0.025469107553362846	0.06573902070522308	0.06549540907144547	0.03222591057419777	0.0797443613409996	0.02518426440656185	0.02838403917849064	0.02507225051522255	0.022258395329117775	0.022768734022974968	0.02357047237455845	0.02576483227312565	0.039807770401239395	0.023068200796842575	0.03489668667316437	0.025380562990903854	0.0231640487909317	0.043701015412807465	0.024733224883675575	0.027354171499609947	0.0236833356320858	0.035253699868917465	0.044906821101903915	0.024590186774730682	0.08576612174510956
29	29	0.0545034222304821	0.027736680582165718	0.023474304005503654	0.02425152249634266	0.0653073638677597	0.06939268857240677	0.029777154326438904	0.0725945457816124	0.024801457300782204	0.026622146368026733	0.024392854422330856	0.021558810025453568	0.02196960337460041	0.02407277375459671	0.02452479675412178	0.05356809124350548	0.022344009950757027	0.0412847138941288	0.025049874559044838	0.02236795239150524	0.05022493749856949	0.023757539689540863	0.026486700400710106	0.023007649928331375	0.031102735549211502	0.035665594041347504	0.02363097108900547	0.08652901649475098
30	7	0.0476607047021389	0.027000514790415764	0.025221776217222214	0.026878587901592255	0.06374381482601166	0.0631711333990097	0.03313380107283592	0.08180085569620132	0.025576571002602577	0.029096433892846107	0.02596220374107361	0.023231767117977142	0.023393725976347923	0.024076411500573158	0.026379695162177086	0.03757040202617645	0.02362777665257454	0.0328475683927536	0.025248298421502113	0.023856451734900475	0.04168456047773361	0.02530253864824772	0.027575522661209106	0.024158863350749016	0.03706046938896179	0.04390348866581917	0.024886904284358025	0.08594910055398941
31	5	0.04963502287864685	0.026716167107224464	0.024390971288084984	0.02568916790187359	0.06367599964141846	0.06356245279312134	0.032960426062345505	0.08448582142591476	0.025471683591604233	0.028544042259454727	0.02474902756512165	0.022764738649129868	0.02286882884800434	0.02362068183720112	0.025938168168067932	0.03869161382317543	0.02351444400846958	0.03376204892992973	0.024953410029411316	0.02442123554646969	0.04177528992295265	0.025168081745505333	0.027374722063541412	0.024206850677728653	0.03733082860708237	0.042728424072265625	0.02454039268195629	0.08645948767662048
32	9	0.04975728318095207	0.027491070330142975	0.02488691173493862	0.026420582085847855	0.06489194184541702	0.0639086589217186	0.03279734402894974	0.08001019805669785	0.025549964979290962	0.028932951390743256	0.02572813630104065	0.02299034409224987	0.023196788504719734	0.023986030369997025	0.02623937651515007	0.038422591984272	0.02352965995669365	0.033847272396087646	0.02532085031270981	0.023856069892644882	0.04327510669827461	0.0251862034201622	0.027727488428354263	0.02415059134364128	0.03580315411090851	0.0423424206674099	0.024915099143981934	0.0848359540104866
33	3	0.04928160086274147	0.02683069184422493	0.024489015340805054	0.02584015019237995	0.06341192126274109	0.0632743090391159	0.03301640599966049	0.0845167264342308	0.025363879278302193	0.02875019796192646	0.02464088797569275	0.02286027930676937	0.022880809381604195	0.0236169695854187	0.025992335751652718	0.03862380608916283	0.023545075207948685	0.033634718507528305	0.024803975597023964	0.024513818323612213	0.04148593917489052	0.02511141635477543	0.027374932542443275	0.02422638237476349	0.03788303956389427	0.043410178273916245	0.024598179385066032	0.08602230995893478
34	7	0.048970628529787064	0.027260439470410347	0.025018371641635895	0.0265364833176136	0.0645846277475357	0.06370066106319427	0.03284639120101929	0.08088847249746323	0.025601541623473167	0.028950994834303856	0.025760777294635773	0.023081591352820396	0.02327236346900463	0.024016771465539932	0.026265881955623627	0.03792214393615723	0.023590875789523125	0.03340057656168938	0.025348465889692307	0.023928586393594742	0.04257563501596451	0.025247538462281227	0.02763935551047325	0.024178460240364075	0.036207228899002075	0.042859017848968506	0.024919312447309494	0.08542696386575699
